@relation D02_k03_N60000-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P50.0

@attribute X0 numeric
@attribute X1 numeric
@attribute class {c0,c1,c2}

@data
10.337409,-1.040514,c1
10.078044,1.276593,c1
19.038855,-0.897052,c2
9.456952,-7.000271,c1
2.566228,0.177372,c0
9.851912,-5.192486,c1
10.101796,-2.019009,c1
23.196813,-1.696784,c2
0.181682,-0.995509,c0
9.966652,-3.300552,c1
9.018869,-3.852732,c1
9.459731,-3.630291,c1
9.016014,2.180436,c1
1.732562,-1.050079,c0
5.501239,0.203805,c0
4.179794,0.805138,c0
13.314406,-0.836259,c2
10.147737,-3.480273,c1
11.257139,-0.454751,c1
9.04894,1.283754,c2
-1.813595,-0.925707,c0
9.634474,-3.029638,c1
11.230706,0.095544,c1
16.301205,-0.693065,c2
10.604492,2.264987,c1
6.468918,-0.751149,c0
10.360736,-2.859556,c1
19.962652,-0.171525,c2
26.223829,-0.395137,c2
11.311479,4.684408,c1
10.201056,1.559041,c1
5.506966,2.360506,c0
11.018643,4.911213,c1
19.674775,-1.901143,c2
-7.216765,-0.657529,c0
16.642874,-1.227669,c2
12.670464,-0.322768,c0
-4.43019,-1.473166,c0
10.487901,-0.477691,c1
21.627834,0.436399,c2
9.601088,-1.240292,c1
10.073958,-0.267709,c1
9.210491,-1.51544,c0
-2.908516,-1.358212,c0
11.465217,-2.095828,c1
16.775155,-1.705197,c2
2.49779,-1.560079,c0
19.409475,0.584655,c2
10.002622,4.227287,c1
8.102743,1.932184,c1
0.141771,-0.834775,c0
10.435392,-3.133605,c1
12.174258,5.534095,c1
5.501122,0.858819,c0
11.77853,0.036003,c1
19.339046,0.745233,c2
18.693719,1.022722,c2
7.642655,-0.247931,c0
15.054928,0.782281,c2
17.717783,0.345182,c2
2.873604,0.567108,c0
7.368935,-1.312598,c0
6.529559,-0.271336,c0
5.598316,-0.810176,c0
12.972323,0.8325,c2
5.802352,-0.782341,c0
8.890168,-3.296843,c1
11.168607,-0.76392,c1
13.955131,-1.049836,c2
-0.023186,-0.83537,c0
11.990639,1.23906,c2
4.041721,0.674211,c0
16.33253,-1.794521,c2
6.693246,-1.457837,c0
9.462396,3.172514,c1
1.090689,-1.900895,c0
10.568395,-3.369154,c1
6.569598,-0.251233,c0
22.885303,0.970528,c2
1.676511,-0.136257,c0
8.975814,5.948594,c1
14.379889,0.27362,c2
18.680987,-1.970648,c2
15.946229,-0.917647,c2
1.741495,-0.264754,c0
10.392637,-7.356526,c1
9.161788,-2.302287,c1
8.330099,0.518973,c0
10.070609,-1.812953,c1
-5.190203,-1.069933,c0
15.055594,-0.968476,c2
15.751793,1.494201,c2
17.07382,0.278607,c2
-0.118831,-0.545953,c0
21.408382,-0.883279,c2
9.949194,4.253944,c1
22.634338,2.607734,c2
9.624973,1.29639,c0
8.245274,-1.404518,c1
18.716195,1.311001,c2
2.087428,2.200232,c0
10.93804,-4.025226,c1
9.919683,2.769923,c1
10.090977,0.990105,c1
18.123319,-0.522201,c2
0.44812,0.869375,c0
14.689191,0.389532,c2
0.775211,1.015737,c0
9.937488,8.536021,c1
-3.666124,0.445414,c0
21.399298,-0.342777,c2
10.313181,-3.623789,c1
9.114086,0.681958,c1
11.083159,-1.975184,c1
-0.063619,-0.021058,c0
10.922193,-7.568267,c1
12.36281,-0.438192,c2
20.449346,-1.018619,c2
18.672219,-0.819843,c2
4.33989,-0.023522,c0
7.904467,-0.950576,c1
0.958238,-0.850444,c0
19.606398,-0.569864,c2
3.058786,-0.972991,c0
22.391496,1.505965,c2
9.471109,1.929009,c1
10.65349,3.016284,c1
18.910371,-0.593088,c2
0.746711,1.361407,c0
4.907449,0.362787,c0
8.394454,-0.383431,c1
10.454675,2.759107,c1
18.563528,0.326108,c2
17.871346,-1.216843,c2
6.478786,-1.186203,c0
18.912739,-0.439071,c2
10.025845,-0.52073,c1
15.621624,-0.643515,c2
6.978444,1.321663,c0
9.303399,3.798732,c1
3.33954,-1.480973,c0
10.219433,3.387737,c1
5.868831,1.245625,c0
4.93244,1.101953,c0
0.218977,1.907998,c0
10.505232,-1.466134,c1
8.414584,-1.801476,c1
-0.293121,-0.054333,c0
-2.173813,-0.712488,c0
7.809287,-0.302867,c2
16.552296,-1.500508,c2
18.834871,-1.711523,c2
9.945751,8.417106,c1
10.346733,-5.306995,c1
9.824675,-1.739573,c2
10.047441,1.243719,c1
18.403276,0.58871,c2
5.033753,0.739091,c0
3.141049,-0.83683,c0
8.211332,2.350754,c1
18.687447,-0.40844,c2
8.78717,1.700968,c0
19.99667,-0.202221,c2
10.053803,-6.1548,c1
10.569296,0.723342,c1
9.773624,0.84199,c0
18.022257,-0.906104,c2
-0.63992,0.130039,c0
21.155475,-0.426188,c2
0.598277,-0.694384,c0
25.696933,1.352412,c2
-1.246697,0.340365,c0
19.810927,-0.77407,c2
-8.114591,-0.490446,c0
15.294296,-0.453933,c2
9.893848,6.044897,c1
11.165419,-0.084112,c1
1.01665,1.197191,c0
11.899002,0.063922,c1
4.677641,0.568262,c0
3.404844,-1.635679,c0
8.99656,3.923283,c1
9.746566,0.663294,c0
21.995758,0.180216,c2
3.681255,0.693856,c0
-3.930787,-1.995914,c0
2.087996,1.050104,c0
8.854029,-4.877371,c1
10.899606,4.48582,c1
9.851813,-1.034638,c1
11.048691,3.78691,c1
1.465751,0.360458,c0
9.527158,-1.888672,c1
9.623008,3.428977,c1
24.53549,-1.195501,c2
10.654996,3.302334,c1
9.500575,-4.449916,c1
9.822758,2.607805,c1
11.849,0.909305,c1
10.379592,-3.649403,c1
15.056129,0.321588,c2
7.86445,8.059969,c1
-2.599552,0.185653,c0
9.481673,-9.16369,c1
9.532228,0.400855,c1
11.954054,1.187154,c2
10.128547,4.520053,c1
-6.303415,-0.216896,c0
16.882917,1.888605,c2
8.528286,2.65192,c1
10.637434,1.754206,c2
11.057625,-2.837762,c1
16.66643,0.425925,c2
11.453804,-6.444223,c1
22.182362,0.23615,c2
11.561437,-0.048095,c2
14.267393,-0.028456,c2
2.530161,-0.704709,c0
2.568729,1.617959,c0
19.853765,1.689399,c2
9.029468,-2.843504,c1
1.384467,-2.374707,c0
10.6199,5.975731,c1
6.96852,-0.404342,c0
3.361761,-0.809087,c0
7.13448,0.907927,c0
-0.99763,1.893567,c0
13.169312,-1.2123,c2
10.775279,0.252376,c1
4.215512,1.159963,c0
2.570449,-0.256169,c0
4.657762,-0.657453,c0
10.505213,-8.88279,c1
12.841906,-2.070632,c2
0.922089,0.490518,c0
10.24706,3.738468,c1
-4.588902,2.098886,c0
6.619999,-0.517294,c0
2.96377,0.424069,c0
20.105386,-0.111216,c2
11.001164,4.891762,c1
-3.986736,1.250812,c0
10.413999,1.311795,c1
24.190943,-2.267144,c2
9.003547,-1.776013,c1
19.770645,-1.572817,c2
0.01382,-1.956607,c0
7.874516,-5.63327,c1
16.340639,-0.326755,c2
1.203348,-0.414159,c0
-3.109541,-2.279652,c0
2.316694,0.384491,c0
11.630648,-10.300945,c1
13.472205,1.225176,c2
17.404785,1.782948,c2
9.457827,-1.835018,c1
25.465922,0.973928,c2
10.379883,-0.519427,c1
15.941412,0.098145,c2
23.216775,1.410366,c2
10.269577,-6.079009,c1
8.485831,3.711194,c1
10.535468,3.294018,c1
10.377121,-3.28634,c1
10.43718,-0.450696,c1
10.122944,7.201469,c1
9.716154,-0.599932,c2
11.82071,-1.381759,c1
8.769199,0.119955,c2
16.090253,-0.006844,c2
17.546056,-1.591764,c2
0.030784,-2.504926,c0
7.498197,-0.013244,c0
10.61969,8.361353,c1
20.140216,2.383175,c2
0.590851,0.332368,c0
17.508926,0.311065,c2
18.985528,1.540576,c2
9.816463,1.8348,c1
2.281161,0.703224,c0
20.076653,-1.672584,c2
18.211122,-0.531409,c2
-5.001826,0.025372,c0
-0.301151,-1.012005,c0
-1.299182,0.358441,c0
19.839552,0.713985,c2
9.297689,-2.03,c1
19.631477,0.445586,c2
10.017017,-3.154697,c1
1.817359,1.022329,c0
6.46502,1.553697,c0
9.619797,4.393046,c1
10.280868,-6.129525,c1
8.051038,0.26574,c0
15.490355,-0.758935,c2
9.453559,2.573083,c1
1.557917,0.869165,c0
11.117719,-0.324618,c1
3.973598,0.142131,c0
1.217177,-0.392345,c0
-0.703591,-0.16133,c0
-1.078686,-0.416836,c0
14.065491,1.209944,c2
16.791328,0.759117,c2
3.338323,-2.037667,c0
10.863719,-0.092007,c1
9.867015,0.996312,c2
-0.427136,-0.459361,c0
8.006639,-4.243417,c1
9.03249,-5.198495,c1
5.990384,-0.124448,c0
-3.305819,0.465309,c0
4.388319,0.824959,c0
7.442097,0.900856,c0
9.385383,-2.723077,c1
6.827406,0.843868,c0
-3.750385,0.565718,c0
15.620534,-1.590646,c2
10.200353,-8.108786,c1
10.198392,-6.80058,c1
0.535564,-0.362546,c0
9.494859,1.778622,c1
8.800576,0.639891,c0
24.01284,-0.241809,c2
10.963249,-0.492389,c0
11.374796,1.332251,c1
15.836609,-0.199947,c2
4.738549,-0.639746,c0
-2.334939,0.223801,c0
3.888149,0.279977,c0
-4.548427,-0.228452,c0
2.85216,-2.141941,c0
23.256566,0.739358,c2
0.425001,-0.535685,c0
7.602768,-0.362769,c0
16.091689,2.471965,c2
18.043207,-0.772185,c2
9.164858,-0.943466,c1
17.993116,-1.135416,c2
20.156073,-1.096928,c2
4.735829,1.928024,c0
5.97798,-0.336611,c0
20.119094,-0.909176,c2
1.57217,1.114973,c0
18.487691,-1.479702,c2
1.931768,-0.384722,c0
17.978536,-1.128925,c2
8.366115,4.85456,c1
2.076691,0.504021,c0
9.959855,-4.6947,c1
10.501809,-3.953869,c1
10.439721,-2.328674,c1
8.806746,-2.898954,c1
9.66084,1.079874,c1
22.869165,2.622037,c2
17.231907,0.287605,c2
5.524276,0.561435,c0
8.586024,2.249679,c1
20.926506,0.541446,c2
11.860812,-8.235237,c1
13.298957,-0.026385,c2
3.924744,-0.42077,c0
13.897217,0.213654,c2
20.603646,0.091269,c2
10.029915,-0.541012,c1
22.685629,-1.043969,c2
10.851742,0.493981,c0
-0.320045,0.330329,c0
9.138135,-1.324787,c1
8.574858,5.582823,c1
17.35132,-0.577989,c2
11.45427,0.672646,c1
17.435917,1.206973,c2
9.391444,-8.92499,c1
4.500456,0.072295,c0
20.994346,-1.457334,c2
-3.788291,-1.415678,c0
4.366422,2.105134,c0
1.933555,-1.552793,c0
2.10757,-0.308357,c0
10.268388,4.133533,c1
18.211259,-1.075957,c2
0.854411,1.688152,c0
9.534219,-2.656934,c1
14.668889,0.104628,c2
6.401247,0.182064,c0
0.813553,2.21965,c0
2.202059,-0.25675,c0
-1.315832,0.332482,c0
9.519925,-2.513274,c1
1.114654,0.47407,c0
24.511455,-0.539886,c2
19.00863,-2.206308,c2
7.391768,1.392705,c0
18.855806,-1.196809,c2
-6.408912,0.17633,c0
10.476263,-6.891178,c1
-6.262921,1.377272,c0
11.402636,-5.351384,c1
10.775706,2.106794,c1
11.704308,0.922744,c1
16.735093,0.432585,c2
4.296026,0.107542,c0
2.840928,0.252066,c0
1.359378,1.172179,c0
11.059639,-5.366472,c1
13.813132,-0.365217,c2
24.822538,0.113134,c2
3.303388,-0.393963,c0
9.613438,2.478508,c1
16.238511,-1.348806,c2
12.743865,0.69374,c2
22.020491,0.781274,c2
11.183878,0.762952,c1
10.934522,-5.415953,c1
10.950028,1.221992,c2
17.990047,-0.229575,c2
-0.122471,1.24405,c0
2.794674,0.501043,c0
-3.954418,0.432486,c0
23.481941,-1.274297,c2
8.812779,0.495095,c1
7.075003,0.205798,c0
24.676015,0.607555,c2
-2.620429,0.293879,c0
11.823432,-2.2119,c1
9.885086,-1.583583,c1
21.597787,-0.389833,c2
25.836908,0.926247,c2
17.071942,-1.281614,c2
-1.80798,1.111785,c0
9.58781,-0.190501,c1
17.480833,-0.882021,c2
20.74396,1.370017,c2
8.588791,-0.701872,c2
14.552918,-2.246216,c2
15.080273,1.762607,c2
3.450022,0.650512,c0
3.863916,-1.63633,c0
9.349347,2.209877,c1
8.247935,-0.11228,c0
23.002241,-1.778726,c2
10.389671,4.973131,c1
1.981645,1.56021,c0
15.394667,-1.070406,c2
29.388967,0.201346,c2
9.638192,2.704052,c1
-5.746522,1.327111,c0
19.433705,0.754801,c2
14.513057,0.340664,c2
16.014596,-1.124923,c2
11.675422,-10.295795,c1
10.071752,4.226885,c1
24.621048,0.641336,c2
11.317353,-0.060694,c2
1.790215,-0.187592,c0
24.599829,-2.040807,c2
10.896513,-3.072492,c1
-1.451787,0.667365,c0
3.59705,0.78791,c0
-1.05711,-0.255387,c0
0.450426,-0.528301,c0
23.250995,0.66465,c2
-2.586353,-0.220975,c0
8.950277,-1.780756,c1
19.994132,0.067011,c2
21.066039,-1.851562,c2
17.781507,-0.479472,c2
10.38757,-0.069784,c1
11.195127,0.771476,c1
5.759886,-0.158194,c0
17.397038,0.753072,c2
2.290014,0.241462,c0
11.079304,-1.013008,c1
9.224864,4.406167,c1
0.676699,1.358641,c0
24.633659,-0.345214,c2
10.588127,2.327978,c1
10.334697,6.945464,c1
-2.562039,-1.395768,c0
26.196139,0.153282,c2
11.601223,2.396227,c1
9.335485,-5.176468,c1
9.879669,-5.316167,c1
-1.507261,-0.220889,c0
17.619472,0.02588,c2
10.352284,-2.612325,c1
14.261652,-0.605808,c2
4.172987,-0.215521,c0
-4.700602,-0.599855,c0
6.463585,0.111001,c0
20.371358,-0.562185,c2
10.649873,-0.253376,c1
5.776129,-0.597126,c0
25.250601,1.034712,c2
11.462311,3.126829,c1
10.112638,1.125789,c0
9.819003,-5.00519,c1
21.460152,1.763187,c2
8.447359,-0.029756,c0
10.183056,-0.215391,c0
1.25087,-1.234851,c0
9.727295,-5.095854,c1
12.417068,0.42503,c1
0.311836,-1.205309,c0
25.14524,0.446187,c2
-3.500494,0.066839,c0
10.13981,2.032573,c1
11.026842,-0.619702,c1
8.57217,0.485587,c0
3.802484,-0.283448,c0
24.543173,0.69153,c2
-1.952285,0.063066,c0
21.029191,0.243711,c2
0.810915,0.708585,c0
8.939032,1.35405,c1
19.075227,-1.888417,c2
-3.124695,0.114052,c0
0.381167,0.10863,c0
10.264809,4.459111,c1
15.776217,-0.811102,c2
17.253303,-1.265971,c2
9.701436,-1.743019,c1
9.00541,-2.465325,c1
12.00068,-1.821478,c1
8.825137,-1.854448,c1
1.945167,-1.683915,c0
0.620933,0.792161,c0
4.286666,-0.419458,c0
-2.951302,-1.485476,c0
16.795836,-0.037205,c2
8.046077,-1.098234,c0
13.265873,0.221797,c0
11.267345,-4.966182,c1
26.608816,-0.39341,c2
-3.723048,0.552153,c0
20.162924,-0.572369,c2
10.667245,-1.918217,c1
9.717206,3.393232,c1
-3.857969,1.431404,c0
10.554419,0.77824,c2
9.586738,0.833703,c1
9.057318,-0.615434,c1
15.706799,-1.763004,c2
24.274853,1.108507,c2
1.086062,-0.245802,c0
17.734124,-0.96036,c2
22.879628,-1.908764,c2
14.822864,1.853585,c2
2.999432,-1.012906,c0
3.570782,2.184096,c0
23.829805,0.438042,c2
15.892679,-0.303995,c2
15.723205,2.059037,c2
-0.424369,0.332064,c0
4.819867,-0.334807,c0
-6.241253,2.241271,c0
9.614396,6.522048,c1
22.364515,-0.610523,c2
18.036451,1.016574,c2
-1.312862,1.783451,c0
8.932915,2.258769,c1
6.861617,-0.686936,c0
10.470397,-4.200856,c1
-3.643049,-1.039351,c0
10.438992,-1.595901,c1
9.599632,0.129878,c1
10.325216,-2.397212,c1
25.266664,-0.291527,c2
9.987904,2.395717,c1
8.405803,3.014709,c1
6.448451,-1.230986,c0
18.455703,0.956003,c2
2.601984,2.303199,c0
11.079165,2.885944,c1
9.571023,-1.766489,c1
17.229154,1.11643,c2
5.768723,0.274082,c0
10.786567,1.040056,c1
9.866254,1.859276,c0
17.515638,-0.545326,c2
-0.6977,-1.006498,c0
3.994368,-0.785397,c0
18.935151,1.304965,c2
20.619752,-1.010359,c2
8.080732,-3.479344,c1
13.959433,-0.274697,c2
1.755175,-0.859848,c0
4.729076,-1.41178,c0
3.532614,0.385943,c0
11.2263,4.927722,c1
3.730418,-0.621897,c0
18.485696,-0.160853,c2
12.880364,-2.896171,c1
10.57019,-1.287012,c1
8.262419,1.590553,c1
-0.724517,0.674357,c0
8.523779,-5.272498,c1
5.187078,1.56023,c0
10.416482,6.5647,c1
3.674381,-0.911948,c0
4.171716,-1.394778,c0
2.792846,-1.900638,c0
10.418062,8.849304,c1
19.842489,-0.458322,c2
5.546705,0.42706,c0
-2.505997,-1.005745,c0
-4.820597,0.413558,c0
1.233704,-1.853498,c0
19.0757,1.304854,c2
21.793759,0.734956,c2
9.71872,-5.870386,c1
17.433517,-1.029966,c2
13.948667,2.206824,c2
10.600379,-5.464653,c1
21.879434,-1.205098,c2
10.538471,3.843062,c1
10.241634,-2.978536,c1
19.293235,-0.514594,c2
16.540478,-0.43235,c2
20.775326,0.057927,c2
18.886296,0.488426,c2
3.21915,-0.956345,c0
4.228383,0.647007,c0
14.069571,0.32264,c2
27.741182,0.201118,c2
18.245761,0.795742,c2
-1.317024,0.244598,c0
9.379633,0.65747,c2
12.277843,-0.173319,c1
13.721572,0.173483,c2
17.583297,0.870672,c2
0.492973,0.042085,c0
9.867928,-4.577866,c1
22.734552,-0.501514,c2
15.434504,-0.248791,c2
3.122781,-1.023967,c0
12.994453,0.921785,c2
12.886251,8.50647,c1
-6.067204,-0.597143,c0
0.213761,0.284058,c0
10.162133,-1.808973,c1
11.675512,4.544681,c1
16.490978,0.619434,c2
9.671036,-0.572221,c1
-1.542943,-0.006618,c0
11.065432,2.255857,c1
16.240961,-0.096263,c2
12.069734,7.123847,c1
24.20159,0.452894,c2
8.154549,-4.131892,c1
10.081774,3.439395,c1
22.846325,0.160819,c2
9.684279,2.142201,c1
-3.789399,-1.124772,c0
0.008836,-1.33273,c0
10.273032,0.115711,c1
11.105907,1.493079,c1
17.989579,0.377377,c2
2.036486,0.268235,c0
17.291535,-0.357667,c2
17.666465,0.172119,c2
17.430248,-0.644236,c2
-0.69106,1.001723,c0
20.817037,0.53641,c2
0.507799,-0.142219,c0
10.701314,5.306881,c1
-0.352084,-0.054511,c0
10.128945,-0.384823,c0
11.044101,3.591319,c1
20.917517,-0.146792,c2
9.22843,0.448687,c1
18.006792,-1.359954,c2
0.647296,-0.288999,c0
2.679455,1.022952,c0
14.879845,0.324256,c2
9.863712,1.991144,c1
4.300006,-0.313225,c0
6.047453,1.373986,c0
22.646484,1.548062,c2
18.989136,-0.776501,c2
2.780853,-1.751215,c0
-1.235239,1.158461,c0
3.107111,-2.104475,c0
1.480265,-1.235157,c0
9.474792,6.477603,c1
22.748393,-1.057249,c2
18.160023,-0.94304,c2
-1.720703,0.688114,c0
9.135947,-2.012835,c1
3.484371,0.871543,c0
-1.97136,0.368613,c0
3.744335,0.522736,c0
9.074781,-6.240599,c1
21.056459,-0.045848,c2
11.24617,-6.413708,c1
0.550192,-0.371145,c0
12.161152,-7.674095,c1
13.505496,0.55924,c2
10.423376,4.666536,c1
23.496283,0.195151,c2
9.746799,-2.176469,c0
3.385127,1.539563,c0
9.832129,-3.310223,c1
10.052532,4.136642,c1
20.14451,0.126982,c2
9.50057,2.900094,c1
25.309376,1.200196,c2
15.758308,1.380889,c2
6.087575,-0.118573,c0
8.866903,6.315196,c1
22.250179,1.056958,c2
9.00309,-7.155798,c1
1.402103,1.010373,c0
18.361878,0.553904,c2
9.036425,-3.453795,c1
17.499579,1.689033,c2
9.731052,-3.655074,c1
17.021551,-0.679148,c2
11.036011,-1.368522,c1
18.550563,-1.90194,c2
12.096041,1.105603,c2
-1.849025,-0.270094,c0
18.737869,0.871926,c2
19.42108,-0.894299,c2
1.631766,-0.356195,c0
-0.672152,0.090692,c0
9.954115,0.352018,c1
21.390439,0.784153,c2
2.706204,0.043537,c0
4.11436,-2.070809,c0
14.560124,-0.014926,c2
18.169431,1.28411,c2
8.182095,3.108792,c1
21.957689,0.923553,c2
4.053444,-0.008669,c0
18.434244,1.418534,c2
25.801759,-0.121321,c2
20.575338,-0.085023,c2
21.037629,1.729527,c2
9.963811,1.906381,c1
3.318562,1.434838,c0
-4.441581,-0.28612,c0
13.979252,0.415919,c2
8.802399,-4.767769,c1
22.412186,-0.07007,c2
8.845607,-3.754524,c1
-1.765284,-0.266781,c0
15.121323,1.096281,c2
26.109173,2.739225,c2
17.409784,1.445264,c2
7.35991,1.473744,c1
9.060885,-2.844413,c1
-3.164026,0.184772,c0
0.839193,0.333061,c0
10.057397,0.727863,c1
16.22536,-1.886624,c2
14.443632,0.951654,c2
-6.079459,-0.806705,c0
-0.557053,-0.985779,c0
18.1488,-0.899573,c2
-0.050266,-0.86509,c0
13.504162,0.300461,c2
3.234484,-0.567759,c0
1.468379,-0.666252,c0
11.540661,-3.514614,c1
22.694741,-0.413025,c2
19.32942,0.682828,c2
3.117862,0.305717,c0
10.00314,2.072334,c1
10.691077,1.675896,c1
10.157812,1.754873,c1
10.555904,-2.302476,c1
21.234961,-0.879779,c2
-2.928115,-1.353137,c0
10.077287,-2.703083,c1
8.816442,-2.022761,c1
14.533474,0.764517,c2
9.43457,0.462409,c1
17.879809,-0.485887,c2
9.248565,1.698043,c1
-0.268226,0.649235,c0
5.12126,-0.644537,c0
4.927076,0.826987,c0
-4.667814,0.67383,c0
7.588813,-1.678148,c1
4.077572,0.444457,c0
9.201227,-1.327951,c1
0.768599,0.777664,c0
23.633497,1.027176,c2
20.928617,-0.137217,c2
-3.467871,-1.694608,c0
10.846729,4.75076,c1
9.39997,3.965694,c1
20.705403,0.265482,c2
11.650753,-1.535959,c2
4.126687,-0.880077,c0
3.529258,-0.590663,c0
1.638753,-1.287426,c0
11.132341,-0.092511,c0
9.489643,-0.709994,c1
2.270606,-0.983226,c0
3.914905,1.063536,c0
5.453916,-1.952998,c0
9.8555,0.443319,c1
8.624935,3.022047,c1
4.021858,0.823541,c0
9.837729,-0.550722,c0
10.601033,-5.220949,c1
9.063072,5.231308,c1
2.666456,0.315277,c0
27.444619,0.35198,c2
13.694208,-1.637702,c2
9.769395,4.018526,c1
-3.718856,0.186405,c0
10.956793,2.442374,c1
16.143789,0.17452,c2
10.53996,-3.382101,c1
25.452055,-1.060106,c2
10.781816,0.229195,c2
18.337157,0.090835,c2
-3.702163,0.162874,c0
17.610521,2.794851,c2
5.02129,-0.282566,c0
9.479769,0.973126,c1
17.945254,1.706869,c2
9.782,4.558721,c1
-3.148035,0.03401,c0
3.142796,0.932072,c0
20.817941,0.129475,c2
18.52592,-0.398782,c2
5.367191,0.71287,c0
22.102908,-0.140361,c2
9.988664,-0.569026,c1
20.404267,0.120591,c2
9.945516,4.725746,c1
9.473227,-0.124114,c1
11.016538,6.643184,c1
10.459121,-3.122771,c1
-1.169743,0.813846,c0
11.081952,0.488199,c1
18.943842,1.073586,c2
9.259063,-3.880494,c1
9.164371,-3.214815,c1
7.829019,3.491406,c1
11.194163,-0.323539,c2
21.140101,0.238498,c2
21.981543,0.949578,c2
10.002219,-0.469136,c1
9.43892,-0.17963,c1
10.770983,3.560234,c1
14.962736,2.449633,c2
19.536124,0.297349,c2
-2.555651,0.317331,c0
11.400863,-3.878004,c1
27.627491,-0.817658,c2
1.955461,-1.251864,c0
9.359699,-3.863964,c1
22.638131,0.39533,c2
2.128119,1.235164,c0
14.614748,-0.013753,c2
11.525011,4.549284,c1
17.446352,0.508476,c2
10.279869,4.384789,c1
9.964134,-5.727771,c1
20.604489,0.283061,c2
9.541488,-4.823806,c1
6.366081,0.545402,c0
9.69316,-2.359661,c1
10.490169,1.865729,c1
10.395714,-0.814842,c1
