@relation D50_k02_N10000-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P50.0

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute X22 numeric
@attribute X23 numeric
@attribute X24 numeric
@attribute X25 numeric
@attribute X26 numeric
@attribute X27 numeric
@attribute X28 numeric
@attribute X29 numeric
@attribute X30 numeric
@attribute X31 numeric
@attribute X32 numeric
@attribute X33 numeric
@attribute X34 numeric
@attribute X35 numeric
@attribute X36 numeric
@attribute X37 numeric
@attribute X38 numeric
@attribute X39 numeric
@attribute X40 numeric
@attribute X41 numeric
@attribute X42 numeric
@attribute X43 numeric
@attribute X44 numeric
@attribute X45 numeric
@attribute X46 numeric
@attribute X47 numeric
@attribute X48 numeric
@attribute X49 numeric
@attribute class {c0,c1}

@data
0.779138,9.409948,-11.799753,22.633854,11.567462,-36.303741,21.047501,33.514849,2.179705,-19.180745,-11.587489,2.108283,9.988059,15.424727,-18.600097,0.410225,2.917923,18.814175,-0.248765,5.33884,-23.387385,31.072758,8.368063,-6.48413,33.841659,5.749757,13.570817,21.265821,9.128216,13.325319,-5.935433,-19.187829,-5.352885,2.038987,-0.666619,6.150598,-9.728169,13.131189,7.432807,0.519693,-6.694092,-1.433284,2.249252,-44.824722,-5.089391,-1.832583,10.644904,6.71817,20.396052,12.503959,c1
-14.704579,3.223624,-25.006571,-8.355224,13.256977,10.474296,34.777797,9.438973,8.733371,9.597305,9.49292,4.97129,10.82863,10.912793,24.109634,-10.899051,21.474347,10.027642,-10.116237,-5.09976,-44.472159,3.310126,14.096148,17.651569,-38.169446,-6.698759,35.292439,-5.899833,-45.698193,-10.114348,6.816941,-2.038638,-5.812531,14.584638,21.62092,-10.643528,-5.487303,6.847372,24.059346,-7.304711,21.552265,-3.927026,-8.516955,0.496766,-4.358401,6.457569,14.06341,5.247767,42.277433,7.797792,c0
-9.184517,4.52995,9.086105,-29.581692,-11.066689,-12.046273,4.248967,4.581038,10.830465,-13.206681,-12.816394,-7.636532,4.422167,15.923962,1.604197,-23.894889,9.245105,0.638737,6.096768,-26.832959,-1.012781,35.153367,6.827582,17.978959,-11.954426,-35.125106,0.07433,6.020447,2.470082,-27.318291,-15.325592,1.076265,-12.366721,-3.829717,-14.356133,-8.6005,10.417778,-3.214262,6.614746,22.886533,-6.15618,9.47338,2.305863,-0.354869,8.428583,-2.163723,2.752416,22.090319,-4.63309,38.010281,c1
7.441672,13.56237,3.250064,-8.603475,-15.649176,-20.506011,13.637338,-13.330973,10.410109,2.389296,-11.570051,-13.587509,8.933673,-35.005972,-8.592681,-5.243915,-3.909563,-0.097144,4.902879,-15.976874,20.096675,-4.975682,14.6033,14.723959,-6.492379,-1.594644,16.900533,4.435558,-8.920235,-6.872812,-6.667907,-1.755245,5.494698,36.864876,0.58146,38.057608,11.901048,15.117514,-2.196685,22.7989,10.336259,12.292741,-4.19099,17.666216,4.2947,5.366003,18.286101,7.145383,0.276235,15.827133,c1
20.300336,-8.297321,3.810649,-32.606116,-9.461551,-9.332906,13.572758,-15.267575,-9.55477,9.896512,10.251951,10.808437,-10.220078,7.027152,16.709371,-21.349521,14.428481,-6.523603,-1.326788,-11.283741,29.414916,34.968062,-4.664122,35.827772,1.550686,-1.919943,-8.920788,22.740721,4.443839,2.144521,2.726899,-14.096391,6.847163,12.692795,5.655813,18.664397,12.574408,0.580846,4.755826,20.408726,2.640658,9.936989,10.85356,-0.159557,-3.729899,35.65135,-1.120209,13.567392,-6.194772,32.367785,c1
7.551269,18.445483,-7.186166,-12.571356,-0.115914,13.710231,19.669018,24.132847,-15.376686,-1.042489,17.703849,15.773632,2.60685,-34.980946,4.192711,25.254456,-1.568954,9.699582,-0.350306,-3.993575,-2.475494,-5.606077,2.486998,41.651879,-0.031334,25.361157,12.74015,37.95305,-0.503246,11.070672,1.847881,31.359319,7.72818,-8.685932,-4.15024,-31.873166,7.374247,14.201872,0.389458,7.165348,-1.121692,7.778633,11.058106,-5.872436,2.375808,-0.784497,-2.801486,0.255951,17.844015,-36.665997,c1
7.33878,29.71677,13.728914,35.88225,-2.21336,1.102106,-7.847351,-21.614532,7.411489,40.408321,10.014267,3.918368,19.991714,-4.230399,10.138746,-25.830586,1.831129,13.745522,2.197742,-29.760541,7.991322,39.4396,4.305386,-16.736841,-3.186879,2.276507,-0.217307,-8.899278,3.195959,-27.438786,-0.150307,24.301286,-10.627994,5.625438,9.127884,14.428353,-3.803488,4.797834,3.493163,-7.183543,-4.148668,4.86034,10.307193,-2.856617,-10.728333,-1.824256,3.824389,-31.512846,-1.610993,-44.608035,c1
-1.391899,-7.360632,5.97987,-13.540985,18.125637,7.085723,13.196242,38.091902,-2.370324,14.35564,-0.303535,7.238118,-1.264183,22.080931,13.505422,-13.223115,10.675698,-8.020898,13.411046,-32.821911,-7.305256,9.6996,9.253414,16.42241,-1.105395,-7.115547,-6.181921,2.129039,3.532828,8.728739,6.013922,-14.498181,10.516955,18.261527,4.195336,4.814648,19.388003,-0.523441,-11.551433,18.912311,6.740511,18.535663,-4.835685,20.779289,-9.647521,30.739206,-8.261876,11.955247,11.22534,15.96662,c1
6.717122,-11.360547,22.741865,-3.615758,15.841932,1.067443,15.178513,2.809591,-13.895691,19.745814,37.847088,-2.374955,-4.640277,-6.789447,6.043899,2.869188,-20.708122,-5.538179,2.387917,-2.32468,15.517577,-8.58007,12.129467,-0.092644,-10.100179,-14.881734,-13.902543,3.485975,11.750341,-2.061499,6.370001,5.69443,17.839593,-1.794841,-4.641144,-11.537554,-34.21245,1.47133,-2.767738,-0.744131,0.842079,9.040398,-6.573772,-3.823069,-22.146635,3.959223,-0.123592,2.7901,6.775551,7.665677,c0
-5.660943,24.648344,2.247381,29.624112,1.645816,-7.63058,0.505176,11.934762,4.674758,12.158489,6.448811,19.588367,7.690191,18.482,7.729445,-18.432733,10.662102,4.629866,15.729032,51.668781,10.830507,19.401657,2.608937,30.009723,-10.891094,-5.702952,-7.593504,14.710891,10.048624,-6.267356,13.584079,36.162625,-1.061968,-15.017319,8.907277,0.426706,6.967147,22.705765,-0.29289,21.990152,14.893451,10.961547,-0.036599,43.476791,15.911096,1.295975,3.059175,-0.423166,-2.329747,-8.947145,c1
0.117174,3.152943,-3.239596,-8.020839,5.337483,25.92904,4.757125,9.17328,0.066289,19.314093,-5.57457,13.015809,7.123304,-15.241571,-4.34402,5.128663,-3.986474,-47.924059,11.456559,14.913155,0.364503,-9.224567,8.835038,10.259799,8.171259,9.849194,-8.082836,-18.966686,9.48126,19.619926,-5.964521,9.019704,-11.60359,-13.064091,14.141279,-14.500483,-4.266285,-24.269845,-3.413199,-5.650735,-7.313717,-20.050314,5.278569,25.279019,-1.776461,7.120097,21.222054,-10.730871,-5.623933,-2.345077,c1
12.469005,30.99726,-16.204494,12.418537,-3.992444,-39.968146,19.434893,23.438227,-14.289883,21.376583,-5.888828,13.2845,0.137614,-19.103532,-0.95221,20.322999,8.838781,10.183105,-8.991962,-6.236128,6.532282,-24.115437,18.564008,-17.851051,-7.844502,4.310308,-8.306038,-16.296973,3.537933,-21.503362,-2.659393,-7.637561,10.20259,7.279437,8.518245,-9.149585,-1.928545,41.572323,-1.596996,-9.027966,24.124211,-12.051735,-0.359857,-29.62317,5.033591,41.055397,5.940408,-22.619878,-4.387979,-14.744342,c1
-16.013531,15.023829,-3.789999,-13.501162,-2.564787,-24.426885,4.187143,-24.181984,20.615554,-27.754232,-0.502577,-22.162685,13.206945,18.083331,-2.216655,0.485542,-10.29802,11.744961,-7.978386,-22.154633,23.429146,-37.261,-2.495801,-23.146193,14.737836,15.377447,5.244066,16.495583,4.485811,17.369389,-9.624251,23.402537,13.723178,-2.012876,-2.346107,-16.509518,32.548021,-17.063416,9.169241,7.287975,4.804592,32.51258,-20.396125,-11.867918,3.687611,-39.544084,-2.583271,1.190225,18.04539,-9.593419,c1
2.638983,-41.660097,11.866569,-7.501777,2.095984,-22.29893,-5.279836,7.27755,7.021368,6.14442,-9.113276,-26.041776,1.54627,-3.943951,-5.636194,20.482753,-24.725404,-4.200964,4.448524,-1.876797,-0.415194,-13.189816,4.181807,-16.044295,11.561049,-18.257611,18.440389,-14.54771,1.125873,18.933603,-0.651474,3.833163,8.415905,-47.708422,-24.471623,34.028976,4.031365,-8.716673,1.6994,-24.699852,-13.444299,2.919952,7.868207,9.847178,-1.407313,-22.667082,11.499896,29.759398,3.032834,-10.634533,c1
-20.361329,7.022032,-10.140042,-10.132606,-9.393501,3.498352,-15.650008,-5.077656,1.585254,5.694098,9.225167,-15.326068,-16.914168,5.284985,-12.442342,5.79256,-21.524466,1.415092,1.44135,19.808854,-16.35731,-12.261071,-19.811923,3.022035,-34.192578,-1.078242,3.239823,-4.128023,15.101578,-2.668283,-32.538234,1.219036,-0.707543,10.401937,-23.211966,5.797829,10.749876,1.186745,-17.570359,14.880961,-6.555534,4.59456,10.28095,4.674128,-23.056428,-11.138161,-24.99833,-1.34033,-28.157561,-5.943883,c0
-4.409575,20.202581,0.197102,-10.736749,-27.439003,-3.437819,-5.184626,-13.599274,-13.913272,16.496124,8.890506,2.850295,-7.216548,10.382375,-7.057026,-8.235798,10.570564,5.418824,-1.714067,4.813063,-12.919162,7.444521,16.954966,-3.274908,25.361587,-1.69507,7.437037,-8.422891,-20.295858,-0.754265,1.239374,-13.796648,33.873274,7.200427,-6.716019,3.602617,37.411863,1.343987,11.564221,0.409404,-4.353914,15.531853,17.718182,-5.319066,6.055787,-4.938621,25.663942,9.619349,-2.951638,19.617008,c0
12.728696,-6.976781,-6.480275,13.242579,10.582766,-15.010781,-1.756403,-10.374026,4.287964,-21.035729,-1.887434,-9.614708,6.957646,-10.185681,8.267406,1.060046,11.753924,-56.355455,6.402732,-6.90809,-1.055573,-14.170142,12.314009,41.852175,-9.013137,-10.780637,6.793165,-25.953011,0.184243,-15.594591,-8.197623,-24.462453,1.429624,-4.591904,11.193951,33.342924,18.508108,8.534192,-3.428035,24.78484,5.624604,17.305471,2.968952,6.866906,-1.108045,-2.412422,12.996074,-21.058177,-5.511151,10.708595,c1
-33.937533,10.923103,-18.503262,-1.065082,8.53716,1.09088,19.88641,12.615872,10.884925,9.498739,-5.339671,-6.23736,42.200391,-5.005376,2.133846,-14.040459,-8.914515,15.661387,12.832435,6.211188,16.975489,3.727126,20.551985,-12.331197,26.363686,-0.61994,11.97805,6.119468,16.447135,12.89207,9.04353,22.701013,-20.455918,1.143693,20.715181,-3.140799,25.162884,-2.219001,12.856721,-10.419738,14.534985,-10.128743,12.454158,-14.788162,22.324102,-8.891218,-5.981326,-6.223139,-6.974694,10.992875,c0
-10.476259,2.174014,3.58738,-25.611526,1.916446,5.472306,17.164109,-2.546324,-1.247739,6.04245,-7.6852,-10.8477,-8.161015,59.476293,6.903062,-16.15193,7.873795,-4.36131,12.087453,14.003512,4.763396,27.741774,-5.585105,18.015202,20.707868,15.62913,18.58382,7.113251,7.988199,0.46767,-7.077368,47.27394,-17.761733,-17.151473,15.266749,-16.451032,-4.15754,19.34963,24.871244,16.811004,1.529074,-0.302906,-10.185728,-28.377358,-1.406199,14.078804,6.217995,-12.784658,34.360432,2.676338,c1
6.059108,2.558684,-19.319429,5.023713,21.671015,-1.236335,18.93952,6.561698,18.522946,-3.563248,15.543795,7.53072,-15.128658,8.339441,-19.528625,0.833026,-9.434789,-16.917622,2.879823,-13.987985,12.685811,-19.67222,-11.254818,5.962718,22.344571,6.034869,16.998568,-2.876826,22.453435,0.697317,28.784458,2.962298,11.913085,-3.190295,11.95326,4.441065,7.90248,4.070468,1.038382,-12.814348,11.492129,-6.84048,33.641295,4.860356,32.32541,13.170097,-6.239384,17.830252,24.544384,-13.906911,c0
1.258029,15.241656,14.775533,11.788492,-21.971931,-10.10752,-8.984144,-2.377642,-27.131315,-5.345071,-9.971032,0.101271,-4.321102,-6.376285,16.839399,-11.121557,-5.871615,-10.113361,-5.788318,13.359345,-6.886528,20.577827,40.48447,-0.796706,12.742163,-7.145579,16.795383,-3.069076,17.176907,-0.672553,-0.35969,-9.021469,-3.034664,-5.15694,27.801549,19.657293,-2.969583,-8.345448,-9.982446,-14.240181,-1.077721,-0.053143,24.116483,-11.011924,26.465212,7.752739,10.48653,-9.679387,-9.795602,-8.641322,c0
-4.679192,-3.59101,-3.680879,19.224175,14.527251,19.541683,7.18193,14.125715,2.442171,-2.528285,-1.696099,-7.313969,13.172056,-10.982492,-0.931468,-15.387461,1.280999,8.915177,1.449041,0.573866,2.671965,38.241241,11.511994,28.647126,7.453048,8.860002,-2.931532,-29.747774,6.618432,18.408013,17.724321,-1.191926,-23.401055,29.031972,-11.719374,5.437382,3.157753,-17.052352,16.520933,39.579106,-5.870803,-42.805007,6.877649,7.544231,-5.761083,15.111534,13.786956,-5.870022,26.070019,13.921722,c1
-13.057444,13.802415,5.835946,9.463917,-25.572917,-8.345268,42.04298,19.671502,-6.611222,4.795433,-18.169191,3.966562,-18.385762,13.026049,-7.643841,15.228461,-9.565145,-11.734538,12.793018,-0.917827,3.87763,4.705351,9.284211,-10.524004,18.646762,2.228859,-12.503471,-10.382936,26.950904,-8.246137,-2.926161,-8.30022,-23.04905,2.802039,0.64095,-0.507771,-67.177484,-5.499542,25.501722,-5.215618,-15.12635,-9.603822,12.433332,-3.194577,10.492654,3.212765,57.281905,2.619595,-35.455174,18.467969,c0
-0.655432,5.674785,-2.646787,23.683559,-7.745243,17.194686,-4.93466,24.751653,13.166092,-7.721668,3.935159,12.158989,16.251757,-5.21881,2.999517,-31.35527,-0.712016,27.542619,-7.296955,26.650967,-5.379706,26.336083,19.254196,3.869631,4.638327,-7.791773,1.197185,-6.124722,28.021485,64.006349,-1.729354,-13.243091,-0.053775,2.245739,8.770835,12.224199,23.538107,-21.113704,12.506161,35.609492,11.389541,13.025463,12.582902,17.826108,-16.245597,0.526329,10.322347,53.634912,-4.867087,2.534264,c1
15.277232,58.500726,1.217478,36.880273,-17.262441,11.276324,-15.509873,-17.843015,13.131524,-38.428054,1.99458,-29.811382,9.405406,-3.24112,2.916415,27.133309,2.401997,-1.447272,20.353756,-15.525827,-11.995465,-17.577119,12.844376,-10.144192,14.796828,-19.530373,5.293322,-12.847108,-6.940077,8.656904,-0.100437,34.856721,4.000117,-35.46793,12.167657,-12.226632,-3.529448,-19.659526,20.991818,0.319114,13.201215,-5.10401,-0.713084,-11.909125,5.079747,24.35006,-6.491172,21.324224,6.49555,4.418876,c1
-38.1537,-1.190566,-7.662467,-7.126804,-3.783199,-0.573652,32.488405,1.681175,11.412913,8.701689,41.310595,-0.746566,25.402794,-9.85586,10.953399,-11.516958,35.589658,0.642526,-1.194642,-1.333129,-41.384922,14.01011,4.519643,16.582439,-8.460978,7.377906,7.945636,7.523258,5.77257,6.538665,26.490823,-12.44042,0.416118,-16.588491,5.584212,6.246116,17.143112,-16.967176,-25.804852,10.882245,-17.60065,-0.948437,-11.994633,-6.013136,-10.957579,-10.093105,20.591231,0.798262,1.911329,-4.881777,c0
-11.578743,-24.120722,14.271352,-12.9095,-7.258054,1.502365,0.725055,20.191525,2.469573,-24.099431,7.860184,-12.037061,3.67181,-25.854057,-4.282363,-1.607357,-8.88513,6.39714,14.076292,37.438417,-3.793256,15.426059,5.955174,35.285887,17.975349,20.779435,2.152584,1.655183,5.227148,-14.454136,0.464569,44.906087,11.712676,23.750591,-8.032082,11.897404,4.957608,-16.925454,19.875612,-9.0713,-5.806683,15.873085,-4.570301,-17.361888,1.710352,-9.209627,-7.058368,-5.961798,7.857959,-14.090064,c1
-10.193289,-12.135314,-3.453964,2.130693,-5.657694,7.962933,16.636614,-1.938383,15.926109,5.323002,-19.113407,-3.094457,12.39984,8.992258,63.641724,18.307798,-9.810456,-5.77605,-2.3934,-4.05281,13.23463,17.678932,-0.604141,-12.816869,-12.520201,-11.793858,-9.119901,-22.306219,-22.673752,7.72663,-27.780111,-9.417366,1.272374,-6.754017,-6.312391,-9.524502,14.35098,-5.6139,36.126264,18.169175,29.479658,-11.658426,-29.751546,9.392352,25.339866,2.376677,-0.04814,1.584405,-18.065748,0.474013,c0
13.341219,-13.602092,-6.268451,-8.953698,-0.207813,-1.275508,8.241119,-0.482723,17.327344,36.951291,-1.870933,-17.431526,-8.213707,16.724652,-3.960244,-20.667557,-11.016308,-22.579852,1.821278,-9.090031,13.983986,-18.70042,18.027027,14.305034,10.087227,20.050284,0.976121,48.606703,13.956247,34.061507,-10.678762,-0.236158,-8.194716,32.338361,-4.261864,-13.936114,11.270415,13.607928,-8.080484,-19.998768,2.034434,18.706196,14.876704,6.413349,10.39278,19.929973,3.880122,3.278506,-4.195466,-19.506607,c1
3.90861,3.153258,0.281247,23.467007,-6.537556,-4.376329,7.629232,5.42912,-2.899706,11.740837,21.239145,-22.269154,9.301921,-4.476137,-2.343761,-7.301026,21.485107,-13.757487,6.843157,33.610028,-18.74458,-37.228418,1.908301,18.310545,-1.762511,-2.739262,7.324957,26.488895,0.458204,12.301758,-1.106272,-43.082923,-11.411175,20.108044,-8.490949,6.921878,14.067654,-20.930122,14.9252,19.925548,2.013412,36.770588,10.435789,18.992775,-11.82626,-6.029048,-6.816922,-9.589867,12.412946,-6.565457,c1
-36.63681,3.20831,58.393633,6.926217,-31.864287,-19.032506,19.431546,35.135379,1.696436,11.349727,-1.92491,-5.614967,27.637213,16.316066,-10.18614,19.750504,-14.17698,-6.202619,41.643269,12.80151,-1.495152,-2.491318,-4.475602,16.85871,-0.016125,11.634861,11.036188,-8.884671,-2.908663,15.061449,-22.701199,-15.546417,-1.360102,5.751788,-13.644303,-9.453377,-17.178595,18.061733,-15.059066,-0.304223,21.699808,-2.250292,27.441484,6.144456,-6.74841,-9.665203,-9.133107,-1.951754,50.85964,6.34297,c0
31.828302,-9.921011,16.552057,11.314552,4.108042,0.933205,-24.923772,6.901925,-28.76761,3.229804,-8.13702,-9.805876,15.657997,0.785555,14.973748,20.680473,-44.802026,-12.595543,16.996602,4.299522,-25.144645,-14.530823,5.377829,-8.408726,-9.7755,21.503158,21.242854,10.961113,21.149375,1.930434,5.887176,-21.827776,-20.279074,4.791514,1.340293,-0.225855,-11.514867,-16.873889,-2.192171,-4.332182,-20.383556,4.40624,-12.58112,1.934633,1.211512,-1.790761,-26.119073,4.899767,-0.327512,-3.85223,c0
19.801896,3.904761,21.513632,7.192978,10.791301,7.728856,3.603135,-12.699654,-22.219694,6.804411,-10.033601,2.468773,-15.769303,-18.107141,19.043358,23.641107,-4.326589,4.947973,25.096863,3.006652,-20.898005,-6.689423,-1.186991,20.980148,-6.007512,-1.302984,-12.542681,1.48747,4.179123,3.849956,-14.896293,13.246422,-6.313017,7.515171,-13.031112,21.966357,36.566417,1.034848,-0.801819,4.667527,5.331082,5.648004,1.182432,3.682351,-24.158263,5.083362,9.62254,4.097068,-19.260912,-0.557407,c0
-8.459395,-3.114377,7.403238,30.504389,-60.108864,12.282716,5.790975,1.221658,2.205059,1.683804,-3.193153,3.746546,2.119575,-16.292324,-15.577993,1.459037,-1.990505,16.578507,14.464304,11.441907,-45.567069,-9.316242,7.707355,1.885564,23.914513,-1.214905,-8.774352,2.208906,-7.175478,-4.865642,8.102095,-0.278846,-28.272208,-4.136436,-12.106462,4.452105,5.437269,-3.334818,-5.501062,-12.290568,29.859783,-4.368436,13.082051,0.484384,25.61176,-4.856088,-9.960385,3.150554,25.94528,-2.336131,c0
-7.777019,-25.876004,-8.284586,10.467279,1.818796,55.586827,2.325983,25.117755,5.067818,2.65708,-5.488564,21.818089,3.408734,30.705662,13.826032,-4.732725,8.458865,9.313023,-14.703873,1.818486,-15.998976,-20.615057,0.112902,18.711763,-3.085619,5.251581,-18.960175,-6.22671,6.4488,-0.56172,20.777629,-27.99395,3.998938,17.230038,-6.463767,-8.734282,9.54705,-13.783325,15.895196,-29.110552,-1.843771,-19.909001,-9.696316,-14.971186,8.767603,-2.779044,10.022684,27.724976,11.26644,-8.610224,c1
5.272636,17.618235,-1.947504,14.68786,6.924073,-7.127906,-2.013433,16.16458,2.305757,2.810905,3.203712,21.753772,10.394337,-33.118977,7.295735,3.451592,6.072522,8.01498,-9.893253,-33.42081,-4.339025,-13.664899,-11.530532,5.150498,-3.102964,-8.220418,-1.898778,18.996483,5.752944,-13.958776,27.328456,-4.342264,-2.882275,19.680371,11.498682,-13.999951,1.523243,-40.24877,4.675715,23.946482,10.052352,-2.760687,-0.404715,13.391971,13.925448,-38.041728,5.561616,6.740648,15.121682,4.646027,c1
