%
% Commandline
%
% weka.datagenerators.clusterers.SubspaceCluster -r D30_k02_N10000 -S 1 -a 30 -c -P 0.0 -C "-G 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30 -D 1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0,1.0,10.0,1.0,5.0 -N 5000..5000 -I" -C "-G 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30 -D 2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0,2.0,5.0,1.0,10.0 -N 5000..5000 -I"
%
%
% Prologue
%
%
% Cluster: c0   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 1.0 StdDev: 10.0
% Attribute: 1 Mean: 1.0 StdDev: 5.0
% Attribute: 2 Mean: 1.0 StdDev: 10.0
% Attribute: 3 Mean: 1.0 StdDev: 5.0
% Attribute: 4 Mean: 1.0 StdDev: 10.0
% Attribute: 5 Mean: 1.0 StdDev: 5.0
% Attribute: 6 Mean: 1.0 StdDev: 10.0
% Attribute: 7 Mean: 1.0 StdDev: 5.0
% Attribute: 8 Mean: 1.0 StdDev: 10.0
% Attribute: 9 Mean: 1.0 StdDev: 5.0
% Attribute: 10 Mean: 1.0 StdDev: 10.0
% Attribute: 11 Mean: 1.0 StdDev: 5.0
% Attribute: 12 Mean: 1.0 StdDev: 10.0
% Attribute: 13 Mean: 1.0 StdDev: 5.0
% Attribute: 14 Mean: 1.0 StdDev: 10.0
% Attribute: 15 Mean: 1.0 StdDev: 5.0
% Attribute: 16 Mean: 1.0 StdDev: 10.0
% Attribute: 17 Mean: 1.0 StdDev: 5.0
% Attribute: 18 Mean: 1.0 StdDev: 10.0
% Attribute: 19 Mean: 1.0 StdDev: 5.0
% Attribute: 20 Mean: 1.0 StdDev: 10.0
% Attribute: 21 Mean: 1.0 StdDev: 5.0
% Attribute: 22 Mean: 1.0 StdDev: 10.0
% Attribute: 23 Mean: 1.0 StdDev: 5.0
% Attribute: 24 Mean: 1.0 StdDev: 10.0
% Attribute: 25 Mean: 1.0 StdDev: 5.0
% Attribute: 26 Mean: 1.0 StdDev: 10.0
% Attribute: 27 Mean: 1.0 StdDev: 5.0
% Attribute: 28 Mean: 1.0 StdDev: 10.0
% Attribute: 29 Mean: 1.0 StdDev: 5.0
%
% Number of Instances:            5000..5000
% Generated Number of Instances:  5000
%
% Cluster: c1   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 2.0 StdDev: 5.0
% Attribute: 1 Mean: 1.0 StdDev: 10.0
% Attribute: 2 Mean: 2.0 StdDev: 5.0
% Attribute: 3 Mean: 1.0 StdDev: 10.0
% Attribute: 4 Mean: 2.0 StdDev: 5.0
% Attribute: 5 Mean: 1.0 StdDev: 10.0
% Attribute: 6 Mean: 2.0 StdDev: 5.0
% Attribute: 7 Mean: 1.0 StdDev: 10.0
% Attribute: 8 Mean: 2.0 StdDev: 5.0
% Attribute: 9 Mean: 1.0 StdDev: 10.0
% Attribute: 10 Mean: 2.0 StdDev: 5.0
% Attribute: 11 Mean: 1.0 StdDev: 10.0
% Attribute: 12 Mean: 2.0 StdDev: 5.0
% Attribute: 13 Mean: 1.0 StdDev: 10.0
% Attribute: 14 Mean: 2.0 StdDev: 5.0
% Attribute: 15 Mean: 1.0 StdDev: 10.0
% Attribute: 16 Mean: 2.0 StdDev: 5.0
% Attribute: 17 Mean: 1.0 StdDev: 10.0
% Attribute: 18 Mean: 2.0 StdDev: 5.0
% Attribute: 19 Mean: 1.0 StdDev: 10.0
% Attribute: 20 Mean: 2.0 StdDev: 5.0
% Attribute: 21 Mean: 1.0 StdDev: 10.0
% Attribute: 22 Mean: 2.0 StdDev: 5.0
% Attribute: 23 Mean: 1.0 StdDev: 10.0
% Attribute: 24 Mean: 2.0 StdDev: 5.0
% Attribute: 25 Mean: 1.0 StdDev: 10.0
% Attribute: 26 Mean: 2.0 StdDev: 5.0
% Attribute: 27 Mean: 1.0 StdDev: 10.0
% Attribute: 28 Mean: 2.0 StdDev: 5.0
% Attribute: 29 Mean: 1.0 StdDev: 10.0
%
% Number of Instances:            5000..5000
% Generated Number of Instances:  5000
%
% ----------------------------------------------
% Total Number of Instances: 10000
%                            in 2 Cluster(s)
%
%
@relation D30_k02_N10000

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute X22 numeric
@attribute X23 numeric
@attribute X24 numeric
@attribute X25 numeric
@attribute X26 numeric
@attribute X27 numeric
@attribute X28 numeric
@attribute X29 numeric
@attribute class {c0,c1}

@data
16.231092,-6.799317,-5.72765,6.008614,-12.010468,-2.746196,12.972944,4.758952,9.500872,4.471192,12.853054,4.112734,-2.960573,6.416019,0.832439,1.50496,0.544069,2.639291,12.352356,-3.812787,1.191727,3.520103,2.046176,-0.954553,3.904997,-0.733871,-8.265429,-2.190592,-2.737349,-16.063564,c0
-6.227467,8.1609,5.436835,5.405232,-11.052983,3.985469,7.371781,3.705061,1.564483,0.461245,13.054461,-5.818476,11.219482,4.310811,0.480635,6.034378,2.319669,1.51948,-24.065481,2.72791,-0.71361,6.775395,-5.680379,1.453458,8.508965,6.200033,3.141091,3.427894,-5.537833,-7.498272,c0
2.336336,-0.804812,9.090548,-0.289614,-0.773056,7.532542,-5.013604,-1.117949,2.777958,4.06897,-0.629775,3.965159,-1.685212,-2.795564,-11.463289,3.415989,7.969737,3.88657,-0.939537,-0.945659,-20.501228,12.80377,-2.683448,5.290154,8.051049,5.822351,26.177143,6.733848,2.386082,0.214166,c0
13.870396,-5.141237,17.060056,-2.86868,9.42559,-5.597333,3.576136,11.028457,9.49246,6.486107,12.82383,5.406806,3.048474,4.424655,-1.870729,2.353896,-35.682958,-5.911151,3.412373,-1.192528,10.309162,-3.914678,-15.126124,3.967357,0.236398,-2.809695,-1.351394,5.557583,-1.345095,11.24888,c0
-3.706907,-1.66706,-1.232277,2.616791,14.645336,-4.733753,2.349409,4.280141,-14.616794,-1.576343,11.38584,1.235013,-23.019392,8.657217,8.728075,3.115794,6.361166,-0.689498,-6.86095,-3.728996,12.021923,2.936448,4.079434,0.04647,-8.798241,-6.269783,-3.556023,0.014999,3.390987,-1.471967,c0
1.676515,-3.916132,-1.228824,6.265142,11.978927,8.230218,-5.369315,-0.7186,-3.327802,2.625786,21.162399,-2.421762,23.566,5.76674,-4.117057,5.010769,1.981852,0.318051,-13.632389,-1.614544,12.323897,-0.356678,-2.02058,-3.813687,-3.493813,-5.629237,-6.892431,-3.749239,-0.057278,0.620224,c0
13.940127,3.520927,5.298081,-3.593451,0.961881,4.100143,-0.867102,2.980932,13.92577,-5.79839,15.622597,-1.868092,6.199899,4.293854,-2.022146,8.38777,18.659519,9.010335,5.262186,7.023536,-0.282639,4.354335,0.055334,-7.310653,-17.586644,0.576869,-0.926224,8.13151,7.383101,0.794764,c0
14.998709,1.572491,-9.484914,1.783561,-20.544987,7.794684,-3.70117,2.917222,0.247487,4.178741,-2.013804,1.889638,1.736985,-5.52546,-4.069231,12.193398,-13.825105,13.47085,8.285546,-3.679959,-0.18401,-10.213764,-13.298487,-1.064649,7.563786,5.902051,11.802043,-2.476612,1.267002,-1.546732,c0
3.964794,-0.478219,9.676197,1.032887,11.576894,-5.989904,18.708382,1.639739,-0.952115,3.401042,1.407554,-1.629561,21.062516,3.064814,-5.023068,5.332361,10.747454,-5.162083,1.067503,0.695062,11.136499,3.228393,10.839154,6.942804,1.293069,-0.410242,-4.843986,9.830531,-7.812018,4.130496,c0
1.005118,3.124407,3.814083,-1.928951,22.900377,-8.52474,3.422459,3.141193,2.224403,3.286395,-16.473505,-1.032964,-9.011016,-2.082379,6.906185,6.892245,10.909972,-0.851396,2.797173,-2.86894,-4.428835,-2.777721,-3.019285,2.896326,0.886502,5.003883,-24.425067,3.161223,4.297185,5.717267,c0
-6.833037,6.303131,26.427926,-3.825311,-3.777521,-3.21824,-2.723916,6.495495,16.968472,0.548423,-5.333303,-4.342294,-7.187688,-1.091489,-7.395269,-5.832331,7.550891,2.388458,16.222,-5.527822,0.034328,-2.555401,10.624131,3.823481,-12.587118,-2.038277,2.570704,-1.328843,0.612407,5.880989,c0
-11.955513,3.376361,8.115093,-3.815833,14.834639,4.646458,4.452056,-3.36837,3.145875,8.888386,-5.066301,2.082438,9.351513,-4.554043,-0.777151,-0.185866,-2.869367,-5.420173,-22.575741,6.542897,11.170319,4.727361,0.874569,4.841676,7.563268,-0.010509,6.388761,-0.904615,-7.212946,-6.796936,c0
15.136954,-0.448464,3.564959,2.455973,-11.893574,-3.854917,8.995377,0.426723,-6.254284,0.077157,-10.083559,1.36823,-3.755826,7.965029,2.773358,6.919545,24.580263,0.31604,20.347417,-0.886714,-8.544439,-0.474697,-3.383672,-3.704411,-0.232063,-6.30979,-3.217341,-0.831645,-9.001424,1.797505,c0
5.765069,6.047201,-5.478714,-0.950366,-5.532193,8.308231,9.082022,-2.043015,5.701421,2.231184,2.634368,5.493966,-10.735838,-5.782238,-5.610328,-0.669187,-3.628191,-5.62289,-6.922531,10.237618,-9.766122,-6.550254,7.389956,-3.539575,4.396735,-1.113843,6.717821,4.02941,-3.732373,6.872009,c0
-0.874055,3.58432,-9.248426,5.331447,12.796292,6.225613,-11.942849,-2.724525,4.851119,-7.523159,23.40731,6.047447,2.721373,-2.247026,-6.356909,1.694151,-1.730268,-0.681034,5.566963,-3.402494,7.006016,-6.963471,11.9565,4.748362,-3.254206,2.774894,2.620274,4.833562,7.646521,-6.108642,c0
5.988451,6.391713,-7.738634,9.274515,1.638012,4.441766,5.025541,3.555528,-0.345056,-3.552287,7.887475,-5.928356,-10.324279,2.973087,6.108947,-0.695147,-5.445876,3.980553,-38.216716,-6.393323,-7.618697,-0.140084,-1.29937,3.761899,-17.386821,-0.14569,5.083085,4.030047,3.953944,7.48891,c0
10.849509,-2.721389,10.177624,3.845139,14.479989,-2.388416,3.876816,-8.531947,3.057851,-3.381845,2.547243,2.34581,3.62876,2.038248,1.262356,4.473669,14.260878,-4.396594,-15.561619,-0.777594,3.56393,3.314151,1.256752,5.560167,-7.753553,-0.75144,3.905147,2.186532,-8.653814,3.873778,c0
6.375786,-2.560925,17.329776,3.93431,10.257093,4.113448,4.284665,1.761556,-8.415677,11.95138,13.548911,-4.744534,-9.029711,-5.21313,-14.464869,-0.498843,5.613913,-2.187311,2.116017,2.696533,15.439161,5.021171,0.804488,-1.759336,-14.820739,4.588495,3.175646,6.972191,-0.058937,1.435007,c0
13.698944,2.19582,13.644824,5.677097,-7.307854,3.461808,-6.284231,5.384809,-10.496723,-5.763335,-11.226127,-0.361591,-2.752664,-1.476968,-6.227453,1.015823,7.936472,-4.819361,8.112845,-3.316853,-12.866806,9.066901,10.699157,6.685167,-17.924085,2.031904,-10.603678,3.1391,-3.367711,7.370453,c0
-2.010212,2.325995,-2.161959,5.602823,-3.134637,4.09767,12.320518,10.126736,-12.586323,-0.728337,-2.143195,5.015573,-11.590471,-4.261295,8.271354,7.167587,11.599395,-0.072641,-0.317427,-0.261695,6.14118,-3.826585,0.627541,-8.889272,-3.362101,-1.494637,-11.910065,1.923861,4.992626,4.939548,c0
0.077016,7.449094,2.838603,6.82814,-2.011848,0.528222,5.20029,2.414412,-19.758536,-0.084482,12.847641,9.667919,29.833265,-2.70477,1.957,1.58924,7.676374,0.701709,5.673079,-2.82491,-5.256539,0.777023,2.158121,-3.721958,7.28598,-0.428338,-2.25836,2.522639,17.478108,3.136548,c0
-1.593346,4.149942,7.133718,1.326918,-2.459447,-3.55632,-5.156955,6.656712,-0.642527,5.902213,-6.392717,-2.78183,3.294743,-0.015195,4.114829,-6.226507,18.60547,-2.232628,-2.717891,-3.510698,-15.289204,-0.363592,1.477493,6.671478,20.399691,3.72964,13.516173,0.71183,20.182022,-2.430126,c0
-0.384584,-4.436296,-3.255626,-1.020297,7.600089,3.976049,-3.299649,3.509978,-4.159589,3.833638,16.530653,3.652205,-5.890029,3.670001,5.163052,3.885983,-9.775168,5.914275,14.228442,6.625956,-6.060534,2.649667,6.4701,-7.828727,8.249483,-0.2239,-6.582326,0.44334,-4.152529,-0.217195,c0
2.867655,2.996423,6.460663,-0.234483,-3.047056,1.476354,14.461346,-0.335722,-20.783994,8.540695,-15.809113,1.238005,-8.527492,0.413302,13.422745,3.816461,15.127175,2.905677,-2.949261,-0.112376,3.026286,-0.209245,4.830425,1.294868,-11.879184,-0.106136,1.609199,3.339835,-12.464759,0.093988,c0
-1.402207,5.231537,-13.272337,2.418448,1.263745,3.306196,18.403206,3.2175,-1.446211,5.287768,-4.382563,2.56185,5.06434,-5.74211,-21.740881,0.463999,2.124632,8.049369,-3.426451,3.393746,3.949924,0.996684,7.759282,-1.315229,-19.303472,3.395015,-18.802911,-2.176368,-11.810707,-3.252141,c0
0.026866,-1.273572,0.255107,-0.773169,3.221357,-8.714737,5.695554,9.265782,-5.764158,1.609843,-20.219649,7.813112,-3.18615,-8.981203,-7.466578,4.918831,2.723795,0.746387,12.199964,-0.140047,10.688286,-4.696771,10.174557,3.032199,8.590224,1.327083,-5.9414,1.412655,7.527369,0.251532,c0
2.633915,8.104929,7.715078,2.882178,-7.96379,-5.831136,-14.787969,4.357134,1.682157,4.868157,7.792762,5.964432,-15.333731,9.187757,-22.095216,-2.184509,-1.050459,2.057716,-11.265669,-1.839051,-18.193994,3.869143,-1.536279,3.168796,-21.425011,-9.148391,7.128073,7.533991,-9.142797,3.887926,c0
1.496811,1.097373,-7.175194,3.031689,6.286305,-0.743773,-7.991939,-3.871303,10.520432,2.05716,12.014813,2.346699,13.08495,5.623848,9.417977,4.56435,-1.884759,-2.056467,-14.320772,-0.449429,4.935002,0.309735,3.193797,9.745398,4.830781,5.425794,-23.482632,-4.40044,10.928987,-4.532204,c0
6.376606,-0.984822,9.795057,3.757818,4.209094,1.105557,4.173819,2.199545,4.75648,1.1361,26.041335,0.987178,10.019203,5.403462,3.875365,5.660237,-1.610238,2.977133,2.576924,4.453836,-12.751234,1.334194,7.699544,10.424178,-22.322422,10.013299,-10.519932,2.363153,12.98246,-1.849531,c0
13.413388,-0.176677,-7.111849,-1.652113,4.51211,-7.178394,-11.208519,5.20834,-2.364672,2.999996,-11.906407,8.954035,-16.122328,0.711922,-15.075475,-6.365829,-4.814104,-1.921804,-10.036231,3.833837,1.050445,5.42867,-8.519949,6.558926,-2.361001,2.583349,2.073578,-0.005011,3.153214,2.343223,c0
-7.837588,-4.535837,7.085764,-10.338407,3.508119,6.51464,21.350727,0.333114,-9.515914,-9.293996,-3.553247,-1.837026,4.835508,2.473904,-7.915825,0.895692,2.932803,-9.152283,-4.633993,2.846937,11.688979,-7.841867,-0.297338,3.237525,13.717369,-4.361774,-13.276894,3.29516,-11.223538,4.195887,c0
-12.779574,-8.581401,-16.170147,-2.408129,12.854642,-0.69159,12.813003,-2.702078,-12.473718,-1.589383,0.766634,5.016738,11.597832,-0.404069,-0.323476,-4.128884,7.999567,-3.94228,-13.42663,-4.441789,2.063909,-0.833791,-10.327317,-4.487807,-14.095116,2.11109,-23.203321,-8.794824,1.797682,0.500684,c0
